Year,App.,Family,Taxon,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2003,I,Elephantidae,Loxodonta africana,AE,NG,,2,,ivory carvings,,P,I
2003,I,Elephantidae,Loxodonta africana,AE,SD,,5,,ivory carvings,,P,I
2003,I,Elephantidae,Loxodonta africana,AE,SD,,1,,tusks,,P,I
2003,I,Elephantidae,Loxodonta africana,AT,BG,MZ,,1,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,AT,CH,TZ,4,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,AT,EG,XX,16,,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,AT,EG,XX,,16,ivory carvings,,S,O
2003,I,Elephantidae,Loxodonta africana,AT,JP,XX,13,,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,AT,JP,XX,,21,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,AT,JP,XX,,7,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,AT,JP,XX,1,,ivory pieces,,T,O
2003,I,Elephantidae,Loxodonta africana,AT,TZ,,2,6,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,AT,US,XX,,1,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,AT,US,XX,1,,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,AT,US,XX,,13,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,AU,CA,CD,,2,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,DE,XX,,1,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,AU,DK,XX,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,FR,XX,,6,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,GB,XX,,203,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,GB,XX,,96,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,AU,GB,XX,,6,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,AU,IM,XX,,16,ivory carvings,,P,C
2003,I,Elephantidae,Loxodonta africana,AU,IM,XX,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,NZ,XX,,61,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,AU,NZ,XX,,2,ivory carvings,,T,W
2003,I,Elephantidae,Loxodonta africana,AU,NZ,XX,,19,ivory pieces,,P,W
2003,I,Elephantidae,Loxodonta africana,AU,NZ,XX,,1,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,AU,US,XX,,2,ivory carvings,sets,T,O
2003,I,Elephantidae,Loxodonta africana,AU,US,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,AU,ZA,XX,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,ZA,ZM,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,AU,ZA,ZM,,3,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,BE,TZ,,,2,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,BE,US,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,BH,FR,XX,,2,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,BM,US,XX,,3,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,BR,DE,XX,,34,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,BR,FR,XX,,4,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,BR,PT,XX,,1,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,CA,AR,XX,6,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CA,AR,,,13,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CA,CH,XX,,1,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,CA,DE,BW,,2,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,DE,XX,,1,ivory carvings,sets,T,O
2003,I,Elephantidae,Loxodonta africana,CA,DE,XX,3,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,DE,XX,1,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CA,DE,ZM,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,DE,ZM,,1,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,FR,XX,4,1,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,CA,FR,XX,1,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,FR,XX,,3,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,CA,FR,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,35,12,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,7,9,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,,1,ivory carvings,,Q,U
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,,1,ivory carvings,,Q,W
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,76,81,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,,1,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,CA,GB,XX,1,,ivory pieces,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,HK,XX,29.7,,ivory carvings,kg,T,W
2003,I,Elephantidae,Loxodonta africana,CA,NL,KE,,1,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,CA,NZ,XX,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,PT,AO,,2,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,,1,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,3,,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,23,22,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,1,,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,1,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,1,5,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,1,,ivory carvings,,T,W
2003,I,Elephantidae,Loxodonta africana,CA,US,XX,,1,ivory pieces,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,ZA,XX,,7,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CA,ZA,,11,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,CA,ZA,,3,,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,CA,ZM,,,3,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,CA,ZM,,3,,ivory pieces,,P,W
2003,I,Elephantidae,Loxodonta africana,CH,AT,DE,1,,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,CH,CA,ZM,,2,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,CM,,4,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,CH,DE,XX,2,2,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,CH,DE,XX,3,6,ivory carvings,sets,T,O
2003,I,Elephantidae,Loxodonta africana,CH,DE,XX,1,1,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,CH,DE,XX,29,31,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,DE,XX,2,,tusks,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,DK,XX,2,2,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,FR,CD,,2,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,FR,XX,2,2,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,CH,FR,XX,1,2,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,FR,XX,10,22,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,FR,XX,1,34,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,FR,ZA,1,,ivory carvings,sets,P,W
2003,I,Elephantidae,Loxodonta africana,CH,FR,ZA,,1,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,CH,GB,KE,52,,ivory carvings,sets,T,W
2003,I,Elephantidae,Loxodonta africana,CH,GB,XX,2,,ivory carvings,sets,T,O
2003,I,Elephantidae,Loxodonta africana,CH,GB,XX,4,9,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,GB,XX,66,63,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,GB,XX,15,1,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,CH,GB,XX,1,,tusks,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,GB,,1,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,US,XX,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CH,US,XX,3,2,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CH,ZW,,2,,tusks,,T,W
2003,I,Elephantidae,Loxodonta africana,CL,UY,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CN,AU,ZA,,2,tusks,,,O
2003,I,Elephantidae,Loxodonta africana,CN,AU,ZW,,2,tusks,,,O
2003,I,Elephantidae,Loxodonta africana,CN,AU,ZW,,2,tusks,,,W
2003,I,Elephantidae,Loxodonta africana,CN,BE,CD,,6,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,CN,BE,CD,,1,tusks,,E,O
2003,I,Elephantidae,Loxodonta africana,CN,DE,XX,,4,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CN,EG,XX,,2,ivory carvings,,S,O
2003,I,Elephantidae,Loxodonta africana,CN,FR,XX,2,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,CN,FR,XX,,2,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,CN,GB,XX,,21,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,CN,GB,XX,,2,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,CN,JP,XX,,7,ivory carvings,pairs,Q,O
2003,I,Elephantidae,Loxodonta africana,CN,JP,XX,17,3,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,CN,NZ,XX,6,,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,CN,NZ,XX,,6,ivory pieces,,P,W
2003,I,Elephantidae,Loxodonta africana,CR,CA,TZ,,2,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,CR,TZ,,2,,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,CY,GR,XX,,4,ivory pieces,,E,W
2003,I,Elephantidae,Loxodonta africana,CY,TZ,,33,33,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,DE,AR,,,32,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,DE,AU,XX,,15,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,DE,BR,XX,1,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,DE,CH,XX,1,,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,DE,CH,XX,1,,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,DE,CH,XX,24,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,DE,CH,XX,,55,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,DE,CH,XX,1,,tusks,,Q,I
2003,I,Elephantidae,Loxodonta africana,DE,CH,XX,,1,tusks,,,I
2003,I,Elephantidae,Loxodonta africana,DE,CI,,37,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,DE,CI,,,39.2,ivory pieces,kg,P,O
2003,I,Elephantidae,Loxodonta africana,DE,CI,,2,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,DE,CM,,12,,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,DE,JP,XX,11,11,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,DE,JP,XX,3,3,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,DE,JP,XX,12,13,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,DE,RW,,100,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,DE,SA,XX,1,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,DE,TG,,1,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,DE,TZ,,2,2,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,DE,US,XX,2,2,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,DE,US,XX,1,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,DE,US,ZA,,1,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,DE,ZA,ZM,3,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,DK,CG,,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,DK,CG,,6,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,DK,CI,,41,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,DK,ES,XX,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,DK,GR,XX,4,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,DK,HR,XX,2,2,ivory carvings,,E,I
2003,I,Elephantidae,Loxodonta africana,DK,SK,XX,9,11,ivory carvings,,E,I
2003,I,Elephantidae,Loxodonta africana,DK,US,XX,42,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,DK,ZM,,2,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,EG,AT,XX,,12,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,EG,AT,XX,16,,ivory carvings,,S,O
2003,I,Elephantidae,Loxodonta africana,ES,GQ,XX,0.155,,ivory carvings,kg,,I
2003,I,Elephantidae,Loxodonta africana,ES,GQ,XX,89,,ivory carvings,,,I
2003,I,Elephantidae,Loxodonta africana,ES,GQ,XX,4,,tusks,,,I
2003,I,Elephantidae,Loxodonta africana,ES,GQ,,,1,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,ES,MZ,,,4,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,ES,US,XX,1,1,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,ES,UY,XX,2,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,FJ,NZ,XX,,3,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,FR,AU,XX,,1,ivory carvings,,,W
2003,I,Elephantidae,Loxodonta africana,FR,CF,,,25,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,FR,CH,CI,,11,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,FR,CH,XX,,38,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,FR,CI,,120.65,128.95,ivory pieces,kg,P,O
2003,I,Elephantidae,Loxodonta africana,FR,CI,,9.95,,ivory pieces,kg,P,W
2003,I,Elephantidae,Loxodonta africana,FR,CI,,31,,ivory pieces,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,CI,,,391.15,tusks,kg,P,O
2003,I,Elephantidae,Loxodonta africana,FR,CI,,38,,tusks,kg,P,W
2003,I,Elephantidae,Loxodonta africana,FR,CI,,10,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,CI,,4,,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,FR,CM,,3,,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,FR,CM,,2,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,CN,XX,,2,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,GA,,,330,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,FR,GA,,2,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,GA,,2,18,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,FR,JP,XX,,2,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,FR,JP,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,FR,NC,,,3,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,NC,,,4,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,SN,CG,7,7,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,FR,TZ,,3,23,tusks,,H,W
2003,I,Elephantidae,Loxodonta africana,FR,US,XX,,1,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,FR,US,XX,,1,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,FR,US,XX,,21,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,FR,US,XX,,16,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,AR,,,7,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,AU,FJ,,1,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,GB,AU,XX,1,,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,GB,AU,XX,8,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,AU,XX,,17,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,GB,AU,XX,,44,ivory carvings,,,W
2003,I,Elephantidae,Loxodonta africana,GB,AU,ZW,,5,ivory carvings,,,W
2003,I,Elephantidae,Loxodonta africana,GB,CA,XX,,40,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,CH,XX,49,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,CH,XX,1,,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,GB,CH,XX,,10,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,GB,FK,XX,,2,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,GA,,,2,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,GB,GA,,,2,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,GB,HK,XX,,22.85,ivory carvings,kg,P,O
2003,I,Elephantidae,Loxodonta africana,GB,HK,XX,18,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,GB,IL,XX,52,,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,GB,JE,XX,,2,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,GB,JE,XX,42,53,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,JP,XX,,1,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,GB,JP,XX,,26,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,JP,XX,,1,ivory pieces,,Q,O
2003,I,Elephantidae,Loxodonta africana,GB,KE,,5,,ivory carvings,,,I
2003,I,Elephantidae,Loxodonta africana,GB,MZ,,9,,ivory carvings,,,I
2003,I,Elephantidae,Loxodonta africana,GB,NG,,12,,ivory carvings,,,I
2003,I,Elephantidae,Loxodonta africana,GB,NG,,3,,tusks,,,I
2003,I,Elephantidae,Loxodonta africana,GB,NO,XX,1,,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,GB,NZ,XX,1,,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,9,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,GB,NZ,XX,7,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,12,ivory pieces,,P,W
2003,I,Elephantidae,Loxodonta africana,GB,NZ,XX,,4,ivory pieces,,T,W
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,6,6,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,56,,ivory carvings,,E,U
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,1,,ivory carvings,,E,W
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,1,19,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,,1,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,,6,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,8,,ivory carvings,,Q,U
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,171,738,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,449,,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,4,,ivory carvings,,T,W
2003,I,Elephantidae,Loxodonta africana,GB,US,XX,,1,ivory pieces,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,US,,1,,ivory carvings,,E,U
2003,I,Elephantidae,Loxodonta africana,GB,ZA,XX,9,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,GB,ZA,,,9,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,GR,CY,XX,,4,ivory carvings,,E,W
2003,I,Elephantidae,Loxodonta africana,GR,CY,XX,4,,ivory pieces,,E,W
2003,I,Elephantidae,Loxodonta africana,GR,SY,XX,2,,ivory pieces,,Q,O
2003,I,Elephantidae,Loxodonta africana,GR,US,SY,2,,ivory pieces,,Q,O
2003,I,Elephantidae,Loxodonta africana,GR,US,XX,,2,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,AU,XX,,1,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,HK,BE,CD,,27,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,HK,BE,CD,29,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,BE,CD,1,,tusks,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,CA,XX,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,HK,CA,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,CH,XX,,1,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,HK,FR,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,GB,XX,8,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,HK,GB,XX,29,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,NL,XX,2,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HK,NL,XX,,2,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,HK,US,XX,1,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HU,GB,US,52,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,HU,JP,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,HU,SK,XX,2,2,ivory carvings,,E,I
2003,I,Elephantidae,Loxodonta africana,IE,AU,XX,,1,ivory carvings,,,W
2003,I,Elephantidae,Loxodonta africana,IE,US,XX,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,IL,CI,,,22.66,ivory pieces,kg,P,O
2003,I,Elephantidae,Loxodonta africana,IL,CI,,,20.56,tusks,kg,P,O
2003,I,Elephantidae,Loxodonta africana,IL,GB,XX,,6,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,IL,GB,XX,,3,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,IM,AU,XX,12,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,IM,GB,XX,1,,ivory pieces,,E,I
2003,I,Elephantidae,Loxodonta africana,IM,GB,XX,1,,tusks,,E,I
2003,I,Elephantidae,Loxodonta africana,IM,US,XX,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,IS,DK,CG,,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,IT,BI,CD,1,,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,IT,BI,CD,,1,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,IT,GA,,4,4,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,IT,KE,TZ,1,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,IT,US,XX,,2,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,IT,UY,XX,,1,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,IT,ZA,,48,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,IT,ZA,,2,,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,IT,ZW,,4,,tusks,,P,W
2003,I,Elephantidae,Loxodonta africana,JE,GB,XX,4,,ivory carvings,,E,I
2003,I,Elephantidae,Loxodonta africana,JE,GB,XX,,4,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,JE,GB,XX,1,,ivory pieces,,E,U
2003,I,Elephantidae,Loxodonta africana,JO,GB,NG,6,,ivory carvings,,P,W
2003,I,Elephantidae,Loxodonta africana,JP,AT,XX,,4,ivory carvings,sets,T,O
2003,I,Elephantidae,Loxodonta africana,JP,AT,XX,4,17,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,JP,AT,XX,3,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,JP,AU,XX,1,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,JP,CH,XX,,8,ivory carvings,,,O
2003,I,Elephantidae,Loxodonta africana,JP,CN,XX,7,,ivory carvings,pairs,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,CN,XX,3,17,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,DE,TZ,2,2,tusks,,T,O
2003,I,Elephantidae,Loxodonta africana,JP,DE,XX,,1,ivory carvings,sets,P,O
2003,I,Elephantidae,Loxodonta africana,JP,DE,XX,,57,ivory carvings,sets,T,O
2003,I,Elephantidae,Loxodonta africana,JP,DE,XX,1,,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,JP,DE,XX,52,10,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,JP,DK,KE,2,2,tusks,,P,O
2003,I,Elephantidae,Loxodonta africana,JP,FR,XX,1,1,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,JP,FR,XX,1,1,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,FR,XX,,4,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,JP,GB,XX,20,3,ivory carvings,,P,O
2003,I,Elephantidae,Loxodonta africana,JP,GB,XX,,13,ivory carvings,,P,U
2003,I,Elephantidae,Loxodonta africana,JP,GB,XX,4,3,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,GB,XX,61,8,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,JP,GB,XX,,1,ivory carvings,,T,U
2003,I,Elephantidae,Loxodonta africana,JP,GB,,,1,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,KR,XX,30,,ivory carvings,pairs,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,NZ,XX,,1,ivory pieces,,P,W
2003,I,Elephantidae,Loxodonta africana,JP,US,XX,25,,ivory carvings,,E,O
2003,I,Elephantidae,Loxodonta africana,JP,US,XX,,57,ivory carvings,,Q,O
2003,I,Elephantidae,Loxodonta africana,JP,US,XX,59,,ivory carvings,,T,O
2003,I,Elephantidae,Loxodonta africana,KE,GB,XX,,15,ivory carvings,,P,O
